,from_name,from_phone_number,from_address,from_matricule_number,_id,date,due_date,items_0_item_return_isReturned,items_0_item_return_return_quantity,items_0_item_return_deleted_quantity,items_0_name,items_0_quantity,items_0_id,items_0_item,items_0_rate,items_0_amount,items_0_amountHT,items_0_tax,items_0_type,items_0_warehouse,items_0_purchase_price,items_0__id,total,totalHT,taxes_0_deductible,taxes_0_name,taxes_0_value,taxes_0_type,taxes_0_apply_after_vat,taxes_1_deductible,taxes_1_name,taxes_1_value,taxes_1_type,taxes_1_apply_after_vat,currency,owner,parent,payment_status,amountPaid,payment_history,company,isDeleted,status,lastClientNotif,createdAt,updatedAt,__v,reference,bill_id,bill_name,bill_phone_number,bill_address,bill_matricule_number,ship_id,ship_name,ship_phone_number,ship_address,ship_matricule_number,items_0_reference,items_0_discount,taxes,notes,terms,bank_details,payment_terms,po,items_1_item_return_isReturned,items_1_item_return_return_quantity,items_1_item_return_deleted_quantity,items_1_name,items_1_reference,items_1_quantity,items_1_id,items_1_item,items_1_rate,items_1_amount,items_1_amountHT,items_1_tax,items_1_discount,items_1_type,items_1_warehouse,items_1_purchase_price,items_1__id,items_2_item_return_isReturned,items_2_item_return_return_quantity,items_2_item_return_deleted_quantity,items_2_name,items_2_reference,items_2_quantity,items_2_id,items_2_item,items_2_rate,items_2_amount,items_2_amountHT,items_2_tax,items_2_type,items_2_warehouse,items_2_purchase_price,items_2__id,taxes_2_name,taxes_2_value,taxes_2_type,taxes_2_apply_after_vat,taxes_2_deductible
10,HazzemCompany,+21620000000,Tun,9889,670a8ed5b7ab87dbbb8eadc3,2024-10-11T23:00:00.000Z,2024-10-12T14:59:33.918Z,False,0,0,Article 0,1.0,670175a9a2c4c24c9f65bd3d,670175a9a2c4c24c9f65bd3d,60.0,67.8,60.0,0.13,item,67017588a2c4c24c9f65bd33,5.0,670a8ed5b7ab87dbbb8eadc4,67.8,60.0,,,,,,,,,,,TND,670175884b923eac46d240f3,670a8ed5b7ab87dbbb8eadbb,unpaid,0.0,[],670175884b923eac46d240f1,False,good,,2024-10-12T14:59:33.919Z,2024-10-12T14:59:33.919Z,0,00002,,,,,,,,,,,référence,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,HazzemCompany,+21620000000,Tun,9889,670a9058b7ab87dbbb8eadeb,2024-10-11T23:00:00.000Z,2024-10-12T15:06:00.055Z,False,0,0,Article 0,1.0,670175a9a2c4c24c9f65bd3d,670175a9a2c4c24c9f65bd3d,60.0,67.8,60.0,0.13,item,67017588a2c4c24c9f65bd33,5.0,670a9058b7ab87dbbb8eadec,67.8,60.0,,,,,,,,,,,TND,670175884b923eac46d240f3,670a9058b7ab87dbbb8eade3,unpaid,0.0,[],670175884b923eac46d240f1,False,good,,2024-10-12T15:06:00.056Z,2024-10-12T15:06:00.056Z,0,00002,,,,,,,,,,,référence,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,HazzemCompany,+21620000000,Tun,9889,670a9085b7ab87dbbb8eae0c,2024-10-11T23:00:00.000Z,2024-10-12T15:06:45.269Z,False,0,0,Article 0,2.0,670175a9a2c4c24c9f65bd3d,670175a9a2c4c24c9f65bd3d,60.0,135.6,120.0,0.13,item,67017588a2c4c24c9f65bd33,5.0,670a9085b7ab87dbbb8eae0d,135.6,120.0,,,,,,,,,,,TND,670175884b923eac46d240f3,670a9085b7ab87dbbb8eae04,unpaid,0.0,[],670175884b923eac46d240f1,False,good,,2024-10-12T15:06:45.271Z,2024-10-12T15:06:45.271Z,0,00002,,,,,,,,,,,référence,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,HazzemCompany,+21620000000,Tun,9889,670a90a0b7ab87dbbb8eae2c,2024-10-11T23:00:00.000Z,2024-10-12T15:07:12.763Z,False,0,0,Article 0,1.0,670175a9a2c4c24c9f65bd3d,670175a9a2c4c24c9f65bd3d,60.0,67.8,60.0,0.13,item,67017588a2c4c24c9f65bd33,5.0,670a90a0b7ab87dbbb8eae2d,67.8,60.0,,,,,,,,,,,TND,670175884b923eac46d240f3,670a90a0b7ab87dbbb8eae24,unpaid,0.0,[],670175884b923eac46d240f1,False,good,,2024-10-12T15:07:12.763Z,2024-10-12T15:07:12.763Z,0,00002,,,,,,,,,,,référence,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,HazzemCompany,+21620000000,Tun,9889,670a9760b7ab87dbbb8eae9f,2024-10-11T23:00:00.000Z,2024-10-12T15:36:00.565Z,False,0,0,Article 0,2.0,670175a9a2c4c24c9f65bd3d,670175a9a2c4c24c9f65bd3d,60.0,135.6,120.0,0.13,item,67017588a2c4c24c9f65bd33,5.0,670a9760b7ab87dbbb8eaea0,135.6,120.0,,,,,,,,,,,TND,670175884b923eac46d240f3,670a9760b7ab87dbbb8eae97,unpaid,0.0,[],670175884b923eac46d240f1,False,good,,2024-10-12T15:36:00.565Z,2024-10-12T15:36:00.565Z,0,00002,,,,,,,,,,,référence,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,HazzemCompany,+21620000000,Tun,9889,670a983ab7ab87dbbb8eaee0,2024-10-11T23:00:00.000Z,2024-10-12T15:39:38.500Z,False,0,0,Article 0,1.0,670175a9a2c4c24c9f65bd3d,670175a9a2c4c24c9f65bd3d,60.0,67.8,60.0,0.13,item,67017588a2c4c24c9f65bd33,5.0,670a983ab7ab87dbbb8eaee1,67.8,60.0,,,,,,,,,,,TND,670175884b923eac46d240f3,670a983ab7ab87dbbb8eaed8,unpaid,0.0,[],670175884b923eac46d240f1,False,good,,2024-10-12T15:39:38.500Z,2024-10-12T15:39:38.500Z,0,00002,,,,,,,,,,,référence,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,HazzemCompany,+21620000000,Tun,9889,670a986db7ab87dbbb8eaf08,2024-10-11T23:00:00.000Z,2024-10-12T15:40:29.787Z,False,0,0,Article 0,1.0,670175a9a2c4c24c9f65bd3d,670175a9a2c4c24c9f65bd3d,60.0,67.8,60.0,0.13,item,67017588a2c4c24c9f65bd33,5.0,670a986db7ab87dbbb8eaf09,67.8,60.0,,,,,,,,,,,TND,670175884b923eac46d240f3,670a986db7ab87dbbb8eaf00,unpaid,0.0,[],670175884b923eac46d240f1,False,good,,2024-10-12T15:40:29.787Z,2024-10-12T15:40:29.787Z,0,00002,,,,,,,,,,,référence,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,HazzemCompany,+21620000000,Tun,9889,670a98c6b7ab87dbbb8eaf46,2024-10-11T23:00:00.000Z,2024-10-12T15:41:58.115Z,False,0,0,S-Dev,2.0,670a98b7378ed0269738d3be,670a98b7378ed0269738d3be,50.0,100.0,100.0,0.0,item,67017588a2c4c24c9f65bd33,10.0,670a98c6b7ab87dbbb8eaf47,100.0,100.0,,,,,,,,,,,TND,670175884b923eac46d240f3,670a98c6b7ab87dbbb8eaf3e,unpaid,0.0,[],670175884b923eac46d240f1,False,good,,2024-10-12T15:41:58.116Z,2024-10-12T15:41:58.116Z,0,00002,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,HazzemCompany,+21620000000,Tun,9889,670a997cb7ab87dbbb8eaf6e,2024-10-11T23:00:00.000Z,2024-10-12T15:45:00.677Z,False,0,0,S-Dev,2.0,670a98b7378ed0269738d3be,670a98b7378ed0269738d3be,50.0,100.0,100.0,0.0,item,67017588a2c4c24c9f65bd33,10.0,670b0abcd386610f35051bfc,100.0,100.0,,,,,,,,,,,TND,670175884b923eac46d240f3,670a997cb7ab87dbbb8eaf66,partially-paid,0.0,[],670175884b923eac46d240f1,False,good,,2024-10-12T15:45:00.678Z,2024-10-12T23:48:12.224Z,0,00002,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,HazzemCompany,+21620000000,Tun,9889,670a9c30711026306a479c40,2024-10-11T23:00:00.000Z,2024-10-12T15:56:32.555Z,False,0,0,S-Dev,1.0,670a98b7378ed0269738d3be,670a98b7378ed0269738d3be,50.0,50.0,50.0,0.0,item,67017588a2c4c24c9f65bd33,10.0,670a9c30711026306a479c41,50.0,50.0,,,,,,,,,,,TND,670175884b923eac46d240f3,670a9c30711026306a479c38,unpaid,0.0,[],670175884b923eac46d240f1,False,good,,2024-10-12T15:56:32.557Z,2024-10-12T15:56:32.557Z,0,00002,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,HazzemCompany,+21620000000,Tun,9889,670a9edc1de02f2905292007,2024-10-11T23:00:00.000Z,2024-10-12T16:07:56.486Z,False,0,0,S-Dev,2.0,670a98b7378ed0269738d3be,670a98b7378ed0269738d3be,50.0,100.0,100.0,0.0,item,67017588a2c4c24c9f65bd33,10.0,670a9edc1de02f2905292008,100.0,100.0,,,,,,,,,,,TND,670175884b923eac46d240f3,670a9edb1de02f2905291fff,unpaid,0.0,[],670175884b923eac46d240f1,False,good,,2024-10-12T16:07:56.487Z,2024-10-12T16:07:56.487Z,0,00002,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,HazzemCompany,+21620000000,Tun,9889,670a9fc9ae75921a55e9aae3,2024-10-11T23:00:00.000Z,2024-10-12T16:11:53.901Z,False,0,0,S-Dev,2.0,670a98b7378ed0269738d3be,670a98b7378ed0269738d3be,50.0,100.0,100.0,0.0,item,67017588a2c4c24c9f65bd33,10.0,670a9fc9ae75921a55e9aae4,100.0,100.0,,,,,,,,,,,TND,670175884b923eac46d240f3,670a9fc9ae75921a55e9aadb,unpaid,0.0,[],670175884b923eac46d240f1,False,good,,2024-10-12T16:11:53.902Z,2024-10-12T16:11:53.902Z,0,00002,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,HazzemCompany,+21620000000,Tun,9889,670aa0f47ac39b5e56635e3b,2024-10-11T23:00:00.000Z,2024-10-12T16:16:52.485Z,False,0,0,S-Dev,2.0,670a98b7378ed0269738d3be,670a98b7378ed0269738d3be,50.0,100.0,100.0,0.0,item,67017588a2c4c24c9f65bd33,10.0,670aa0f47ac39b5e56635e3c,100.0,100.0,,,,,,,,,,,TND,670175884b923eac46d240f3,670aa0f37ac39b5e56635e33,unpaid,0.0,[],670175884b923eac46d240f1,False,good,,2024-10-12T16:16:52.489Z,2024-10-12T16:16:52.489Z,0,00002,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,HazzemCompany,+21620000000,Tun,9889,670aa1377ac39b5e56635e5d,2024-10-11T23:00:00.000Z,2024-10-12T16:17:59.947Z,False,0,0,S-Dev,2.0,670a98b7378ed0269738d3be,670a98b7378ed0269738d3be,50.0,100.0,100.0,0.0,item,67017588a2c4c24c9f65bd33,10.0,670aa1377ac39b5e56635e5e,100.0,100.0,,,,,,,,,,,TND,670175884b923eac46d240f3,670aa1377ac39b5e56635e55,unpaid,0.0,[],670175884b923eac46d240f1,False,good,,2024-10-12T16:17:59.948Z,2024-10-12T16:17:59.948Z,0,00003,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,HazzemCompany,+21620000000,Tun,9889,670aa239d746f40d6e815e6a,2024-10-11T23:00:00.000Z,2024-10-12T16:22:17.781Z,False,0,0,S-Dev,1.0,670a98b7378ed0269738d3be,670a98b7378ed0269738d3be,50.0,50.0,50.0,0.0,item,67017588a2c4c24c9f65bd33,10.0,670aa239d746f40d6e815e6b,50.0,50.0,,,,,,,,,,,TND,670175884b923eac46d240f3,670aa239d746f40d6e815e62,unpaid,0.0,[],670175884b923eac46d240f1,False,good,,2024-10-12T16:22:17.782Z,2024-10-12T16:22:17.782Z,0,00004,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,HazzemCompany,+21620000000,Tun,9889,670aa4ad16566d8bc45ff14b,2024-10-11T23:00:00.000Z,2024-10-12T16:32:45.323Z,False,0,0,S-Dev,3.0,670a98b7378ed0269738d3be,670a98b7378ed0269738d3be,50.0,150.0,150.0,0.0,item,67017588a2c4c24c9f65bd33,10.0,670aa4ad16566d8bc45ff14c,150.0,150.0,,,,,,,,,,,TND,670175884b923eac46d240f3,670aa4a516566d8bc45ff143,unpaid,0.0,[],670175884b923eac46d240f1,False,good,,2024-10-12T16:32:45.324Z,2024-10-12T16:32:45.324Z,0,00006,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,HazzemCompany,+21620000000,Tun,9889,670aa4dd16566d8bc45ff172,2024-10-11T23:00:00.000Z,2024-10-12T16:33:33.026Z,False,0,0,S-Dev,2.0,670a98b7378ed0269738d3be,670a98b7378ed0269738d3be,50.0,100.0,100.0,0.0,item,67017588a2c4c24c9f65bd33,10.0,670aa4dd16566d8bc45ff173,100.0,100.0,,,,,,,,,,,TND,670175884b923eac46d240f3,670aa4d716566d8bc45ff16a,unpaid,0.0,[],670175884b923eac46d240f1,False,good,,2024-10-12T16:33:33.027Z,2024-10-12T16:33:33.027Z,0,00007,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,HazzemCompany,+21620000000,Tun,9889,670ac09bfa21d5ad5c9a4385,2024-10-11T23:00:00.000Z,2024-10-12T18:31:55.326Z,False,0,0,Article 0,1.0,670175a9a2c4c24c9f65bd3d,670175a9a2c4c24c9f65bd3d,60.0,67.8,60.0,0.13,item,67017588a2c4c24c9f65bd33,5.0,670ac09bfa21d5ad5c9a4386,67.8,60.0,,,,,,,,,,,TND,670175884b923eac46d240f3,670ac097fa21d5ad5c9a437d,unpaid,0.0,[],670175884b923eac46d240f1,False,good,,2024-10-12T18:31:55.328Z,2024-10-12T18:31:55.328Z,0,00007,,,,,,,,,,,référence,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,HazzemCompany,+21620000000,Tun,9889,670ac19ffa21d5ad5c9a43bd,2024-10-11T23:00:00.000Z,2024-10-12T18:36:15.430Z,False,0,0,S-Dev,4.0,670a98b7378ed0269738d3be,670a98b7378ed0269738d3be,50.0,200.0,200.0,0.0,item,67017588a2c4c24c9f65bd33,10.0,670ac19ffa21d5ad5c9a43be,200.0,200.0,,,,,,,,,,,TND,670175884b923eac46d240f3,670ac19afa21d5ad5c9a43b5,unpaid,0.0,[],670175884b923eac46d240f1,False,good,,2024-10-12T18:36:15.431Z,2024-10-12T18:36:15.431Z,0,00008,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,HazzemCompany,+21620000000,Tun,9889,670ac50ba1b10656ceea89aa,2024-10-11T23:00:00.000Z,2024-10-12T18:50:51.850Z,False,0,0,S-Dev,2.0,670a98b7378ed0269738d3be,670a98b7378ed0269738d3be,50.0,100.0,100.0,0.0,item,67017588a2c4c24c9f65bd33,10.0,670ad7c7eb82e350b6ea74c9,100.0,100.0,,,,,,,,,,,TND,670175884b923eac46d240f3,670ac506a1b10656ceea89a2,partially-paid,0.0,[],670175884b923eac46d240f1,False,good,,2024-10-12T18:50:51.852Z,2024-10-12T20:10:47.061Z,0,10009,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,HazzemCompany,+21620000000,Tun,9889,670af0d89f79886b3f292fc4,2024-10-11T23:00:00.000Z,2024-10-12T21:57:44.516Z,False,0,0,S-Dev,5.0,670a98b7378ed0269738d3be,670a98b7378ed0269738d3be,50.0,250.0,250.0,0.0,item,67017588a2c4c24c9f65bd33,10.0,670af0d89f79886b3f292fc5,250.0,250.0,,,,,,,,,,,TND,670175884b923eac46d240f3,670af0d39f79886b3f292fbc,unpaid,0.0,[],670175884b923eac46d240f1,False,good,,2024-10-12T21:57:44.518Z,2024-10-12T21:57:44.518Z,0,00010,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,HazzemCompany,+21620000000,Tun,9889,670b0b15d386610f35051c42,2024-10-12T23:00:00.000Z,2024-10-12T23:49:41.616Z,False,0,0,S-Dev,7.0,670a98b7378ed0269738d3be,670a98b7378ed0269738d3be,50.0,350.0,350.0,0.0,item,67017588a2c4c24c9f65bd33,10.0,670b0b15d386610f35051c43,350.0,350.0,,,,,,,,,,,TND,670175884b923eac46d240f3,670b0b15d386610f35051c3a,unpaid,0.0,[],670175884b923eac46d240f1,False,good,,2024-10-12T23:49:41.617Z,2024-10-12T23:49:41.617Z,0,00011,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,HazzemCompany,+21620000000,Tun,9889,670b0b46d386610f35051c71,2024-10-12T23:00:00.000Z,2024-10-12T23:50:30.696Z,False,0,0,Article 0,2.0,670175a9a2c4c24c9f65bd3d,670175a9a2c4c24c9f65bd3d,60.0,135.6,120.0,0.13,item,67017588a2c4c24c9f65bd33,5.0,670b0b46d386610f35051c72,135.6,120.0,,,,,,,,,,,TND,670175884b923eac46d240f3,670b0b46d386610f35051c69,unpaid,0.0,[],670175884b923eac46d240f1,False,good,,2024-10-12T23:50:30.698Z,2024-10-12T23:50:30.698Z,0,00012,,,,,,,,,,,référence,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,HazzemCompany,+21620000000,Tun,9889,670b448d98f1c516f27f4fa9,2024-10-12T23:00:00.000Z,2024-10-13T03:54:53.530Z,False,0,0,S-Dev,3.0,670a98b7378ed0269738d3be,670a98b7378ed0269738d3be,50.0,150.0,150.0,0.0,item,67017588a2c4c24c9f65bd33,10.0,670b448d98f1c516f27f4faa,150.0,150.0,,,,,,,,,,,TND,670175884b923eac46d240f3,670b448b98f1c516f27f4fa1,unpaid,0.0,[],670175884b923eac46d240f1,False,good,,2024-10-13T03:54:53.531Z,2024-10-13T03:54:53.531Z,0,00013,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
